# Модель: gigachat3.1-10b-a1.8b
# Путь: D:\TEST_AI1
# Среднее время ответа модели: 7.915 с
# Общее время ответов: 427.395 с
# Минимальное время: 2.593 с
# Максимальное время: 14.558 с
# Количество обработанных файлов: 54
# Дата: 2026-04-01 08:28:47

Путь	Результат	Время_ответа_с
D:\TEST_AI1\63637\4-1-05-2 Система водоснабжения\Раздел ПД№5 Подраздел ПД№2 ТР-СК-0809-25-ИОС2.1 Часть 1.pdf	"Документация: Проектная документация; Раздел: Раздел 5. Сведения об инженерном оборудовании, о сетях и системах инженерно-технического обеспечения; Заказчик: Государственное казенное учреждение Московской области ""Дирекция заказчика капитального строительства""; Исполнитель: ООО «Компания ТОР»; Проект: ТР/СК/ОВО9-25-ИОС2.1; Объект: МБОУ г. Ивантеевка ""Гимназия №3"" (Корпус 2- дошкольное отделение ""Ручеёк""), Московская область, г. Ивантеевка, ул. Богданова, д. 1."	9.568
D:\TEST_AI1\63637\4-1-05-3 Система водоотведения\Раздел ПД№5 Подраздел ПД№3 ТР-СК-0809-25-ИОС3.1 Часть 1.pdf	"Документация: Проектная документация; Раздел: Раздел 5. Сведения об инженерном оборудовании, о сетях и системах инженерно- технического обеспечения; Заказчик: Государственное казенное учреждение Московской области ""Дирекция заказчика капитального строительства""; Исполнитель: ООО «Компания ТОР»; Проект: ТР/СК/0809-25-ИОСЗ.1; Объект: МБОУ ""Гимназия №3"" (Корпус 2 - дошкольное отделение ""Ручеёк""), Московская область, г. Ивантеевка, ул. Богданова, д. 1."	9.270
D:\TEST_AI1\63637\4-1-05-4 Отопл. конд. возд. тепл\Раздел ПД№5 Подраздел ПД№4 ТР-СК-0809-25-ИОС4.1 Часть 1.pdf	"Документация: Проектная документация; Раздел: Раздел 5. Сведения об инженерном оборудовании, о сетях и системах инженерно- технического обеспечения; Заказчик: Государственное казенное учреждение Московской области “Дирекция заказчика капитального строительства”; Исполнитель: ООО «Компания ТОР»; Проект: ТР/СК/0809-25-ИОС&..1; Объект: МБОЧ г. Ивантеевка “Гимназия №3” (Корпус 2 - дошкольное отделение ""Ручеёк""), Московская область, г. Ивантеевка, ул. Богданова, д. 1."	9.501
D:\TEST_AI1\63637\4-1-05-4 Отопл. конд. возд. тепл\Раздел ПД№5 Подраздел ПД№4 ТР-СК-0809-25-ИОС4.2 Часть 2.pdf	"Документация: Проектная документация; Раздел: Раздел 5. Сведения об инженерном оборудовании, о сетях и системах инженерно- технического обеспечения; Заказчик: Государственное казенное учреждение Московской области ""Дирекция заказчика капитального строительства""; Исполнитель: ООО «Компания ТОР»; Проект: ТР/СК/0809-25-ИОСЧ4.2; Объект: МБОУ г. Ивантеевка ""Гимназия №3"" (Корпус 2 - дошкольное отделение ""Ручеёк""), Московская область, г. Ивантеевка, ул. Богданова, д. 1."	10.302
D:\TEST_AI1\63637\4-1-05-5 Сети связи\Раздел ПД№5 Подраздел ПД№5 ТР-СК-0809-25-ИОС5.1 Часть 1.pdf	"Документация: Проектная документация; Раздел: Раздел 5. Сведения об инженерном оборудовании, о сетях и системах инженерно- технического обеспечения; Заказчик: Государственное казенное учреждение Московской области ""Дирекция заказчика капитального строительства""; Исполнитель: ООО «Компания ТОР»; Проект: ТР/СКЛО809-25-ИОС5,1; Объект: МБОУ ""Гимназия №3"" (Корпус 2 - дошкольное отделение ""Ручеёк""), Московская область, г. Ивантеевка, ул. Богданова, д. 1"	9.592
D:\TEST_AI1\63637\4-1-05-5 Сети связи\Раздел ПД№5 Подраздел ПД№5 ТР-СК-0809-25-ИОС5.2 Часть 2.pdf	"Документация: Проектная документация; Раздел: Раздел 5. Сведения об инженерном оборудовании, о сетях и системах инженерно-технического обеспечения; Заказчик: Государственное казенное учреждение Московской области ""Дирекция заказчика капитального строительства""; Исполнитель: ООО «Компания ТОР»; Проект: ТР/СКЛО809-25-ИОС5.2; Объект: МБОУ2г. Ивантеевка ""Гимназия №3"" (Корпус 2 - дошкольное отделение ""Ручеёк""), Московская область, г. Ивантеевка, ул. Богданова, д. 1."	9.686
D:\TEST_AI1\63637\4-1-05-5 Сети связи\Раздел ПД№5 Подраздел ПД№5 ТР-СК-0809-25-ИОС5.3 Часть 3.pdf	"Документация: Проектная документация; Раздел: Раздел 5. Сведения об инженерном оборудовании, о сетях и системах инженерно- технического обеспечения; Заказчик: Государственное казенное учреждение Московской области ""Дирекция заказчика капитального строительства""; Исполнитель: ООО «Компания ТОР»; Проект: ТР/СК/О809-25-ИОС5,3; Объект: МБОУ ""Гимназия №3"" (Корпус 2 - дошкольное отделение ""Ручеёк""), Московская область, г. Ивантеевка, ул. Богданова, д. 1"	9.658
D:\TEST_AI1\63637\4-1-05-5 Сети связи\Раздел ПД№5 Подраздел ПД№5 ТР-СК-0809-25-ИОС5.4 Часть 4.pdf	"Документация: Проектная документация; Раздел: Раздел 5. Сведения об инженерном оборудовании, о сетях и системах инженерно- технического обеспечения; Заказчик: Государственное казенное учреждение Московской области ""Дирекция заказчика капитального строительства""; Исполнитель: ООО «Компания ТОР»; Проект: ТР/СКАО809-25-ИОС5А; Объект: МБОУ ""Гимназия №3"" (Корпус 2 - дошкольное отделение ""Ручеёк""), Московская область, г. Ивантеевка, ул. Богданова, д. 1."	9.326
D:\TEST_AI1\63637\4-1-05-5 Сети связи\Раздел ПД№5 Подраздел ПД№5 ТР-СК-0809-25-ИОС5.5 Часть 5.pdf	"Документация: Проектная документация; Раздел: Раздел 5. Сведения об инженерном оборудовании, о сетях и системах инженерно- технического обеспечения; Заказчик: Государственное казенное учреждение Московской области ""Дирекция заказчика капитального строительства""; Исполнитель: ООО «Компания ТОР»; Проект: ТР/СК/О809-25-ИОС5,5; Объект: МБОУ ""Гимназия №3"" (Корпус 2 - дошкольное отделение ""Ручеёк""), Московская область, г. Ивантеевка, ул. Богданова, д. 1"	9.382
D:\TEST_AI1\63637\4-1-06 Технологические реш\Раздел ПД№6 ТР-СК-0809-25-ТХ.pdf	"Документация: Проектная документация; Раздел: Раздел 6. Технологические решения; Заказчик: Государственное казенное учреждение Московской области ""Дирекция заказчика капитального строительства""; Исполнитель: ООО «Компания ТОР»; Проект: ТР/СК/0809-25-ТХ; Объект: МБОУ г. Ивантеевка ""Гимназия №3"" (Корпус 2 - дошкольное отделение ""Ручеёк""), Московская область, г. Ивантеевка, ул. Богданова, д. 1."	8.731
D:\TEST_AI1\63637\4-1-07 Проект орг. стр-ва\Раздел ПД№7 ТР-СК-0809-25-ПОС.pdf	"Документация: Проектная документация; Раздел: Проект организации строительства; Заказчик: Государственное казенное учреждение Московской области ""Дирекция заказчика капитального строительства""; Исполнитель: ООО «Компания ТОР»; Проект: ТР/СК/809-25-ПОС; Объект: МБОУ г. Ивантеевка ""Гимназия №3"" (Корпус 2 - дошкольное отделение ""Ручеёк""), Московская область, г. Ивантеевка, ул. Богданова, д. 1"	8.097
D:\TEST_AI1\63637\4-1-09 Меропр. по пож. по без-ти\Раздел ПД№9 ТР-СК-0809-25-ПБ.pdf	"Документация: Проектная документация; Раздел: Раздел 9. Мероприятия по обеспечению пожарной безопасности; Заказчик: Государственное казенное учреждение Московской области ""Дирекция заказчика капитального строительства""; Исполнитель: ООО «Компания ТОР»; Проект: ТР/СК/0809-25-ПБ; Объект: МБОУ ""Гимназия №3"" (Корпус 2 - дошкольное отделение ""Ручеёк""), Московская область, г. Ивантеевка, ул. Богданова, д. 1"	8.546
D:\TEST_AI1\63637\4-1-10 Безопасн эксплуат\Раздел ПД№10 ТР-СК-0809-25-ТБЭ.pdf	"Документация: Проектная документация; Раздел: Раздел 10. Требования к обеспечению безопасной эксплуатации объектов капитального строительства; Заказчик: Государственное казенное учреждение Московской области ""Дирекция заказчика капитального строительства""; Исполнитель: ООО «Компания ТОР»; Проект: ТР/СК/О809-25-ТБЭ; Объект: МБОУ г. Ивантеевка ""Гимназия №3"" (Корпус 2 - дошкольное отделение ""Ручеёк""), Московская область, г. Ивантеевка, ул. Богданова, д. 1"	9.209
D:\TEST_AI1\63637\4-1-11 Меропр-я по доступу инвал\Раздел ПД№11 ТР-СК-0809-25-ОДИ.pdf	"Документация: Проектная документация; Раздел: Раздел 11. Мероприятия по обеспечению доступа инвалидов к объекту капитального строительства; Заказчик: Государственное казенное учреждение Московской области ""Дирекция заказчика капитального строительства""; Исполнитель: ООО «Компания ТОР»; Проект: ТР/СК/0809-25-ОДИ; Объект: МБОУ.г. Ивантеевка ""Гимназия №3"" (Корпус 2 - дошкольное отделение ""Ручеёк""), Московская область, г. Ивантеевка, ул. Богданова, д. 1"	9.381
D:\TEST_AI1\63637\4-1-11 Меропр-я по доступу инвал\Раздел ПД№11 ТР-СК-0809-25-ОДИ.С.pdf	"Документация: Проектная документация; Раздел: Мероприятия по обеспечению доступа инвалидов к объекту капитального строительства. Ведомости и спецификации; Заказчик: Государственное казенное учреждение Московской области ""Дирекция заказчика капитального строительства""; Исполнитель: Общество с ограниченной ответственностью «Компания ТОР»; Проект: ТР/СК/0809-25-ОДИ.С; Объект: МБОУ.г. Ивантеевка ""Гимназия №3"" (Корпус 2 - дошкольное отделение ""Ручеёк""), Московская область, г. Ивантеевка, ул. Богданова, д. 1."	9.675
D:\TEST_AI1\63637\4-2-1-1 Инж-геодезические\Отчет_39-ТОС-25-ИГДИ.pdf	Документация: Технический отчёт Раздел: Технический отчёт по результатам инженерно-геодезических изысканий Заказчик: «Компания ТОР» Исполнитель: не указано Проект: П-184-007710145853-0252 Объект: МБОУ г. Ивантеевка «Гимназия №3» (Корпус 2 - дошкольное отделение «Ручеёк»)	6.693
D:\TEST_AI1\63637\4-2-2-2 Обслед. грунтов\ТЗК Ивантеевка.pdf	"Документация: Проектная документация; Раздел: Техническое заключение о состоянии строительных конструкций и инженерного оборудования здания; Заказчик: Государственное казенное учреждение Московской области ""Дирекция заказчика капитального строительства""; Исполнитель: ООО «Компания ТОР»; Проект: ТР/СК/0809-25-ТЗК; Объект: МБОУ г. Ивантеевка ""Гимназия №3"" (Корпус 2 - дошкольное отделение ""Ручеёк""), Московская область, г. Ивантеевка, ул. Богданова, д. 1."	8.849
D:\TEST_AI1\63637\4-3-01 Задание на проектирование\1.ЗнП.pdf	Документация: Техническое задание; Раздел: Техническое задание; Заказчик: Общество с ограниченной ответственностью «Компания ТОР»; Исполнитель: отсутствует; Проект: Договор №ТР/СК/О809-25 от «08» сентября 2025 г.; Объект: МБОУ г. Ивантеевка «Гимназия №3» (Корпус 2 - дошкольное отделение «Ручеёк»), Московская область, г. Ивантеевка, ул. Богданова, д. 1	8.523
D:\TEST_AI1\63637\4-3-02 Задание на выполн. ИИ\Ивантеевка ТЗ на ИГДИ.pdf	Документация: Техническое задание; Раздел: Техническое задание на инженерно-геодезические изыскания; Заказчик: Гимназия № 3 дошкольное отделение Ручеек; Исполнитель: ООО «СИСТЕМ» Компания»; Проект:; Объект: Гимназия № 3 дошкольное отделение Ручеек, Московская область, г. о. Пушкинский, г. Ивантеевка, ул. Богданова, д. 1	6.576
D:\TEST_AI1\63637\4-3-02 Задание на выполн. ИИ\Ивантеевка ТЗ на ТЗК.pdf	Документация: Техническое задание; Раздел: Техническое задание; Заказчик: ООО «Компания ТОР»; Исполнитель: ООО «СИСТЕМ» Компания; Проект:; Объект: Гимназия № 3 дошкольное отделение Ручеек по адресу: Московская область, г. о. Пушкинский, г. Ивантеевка, ул. Богданова, д. 1	6.101
D:\TEST_AI1\63637\4-3-03 Программа ИИ\2.3.ПР на ИГДИ.pdf	Документация: Программа работ Раздел: — Заказчик: — Исполнитель: — Проект: — Объект: Гимназия № 3 дошкольное отделение Ручеек	2.917
D:\TEST_AI1\63637\4-3-03 Программа ИИ\2.4.ПР на ТЗК.pdf	Документация: Программа работ; Раздел: —; Заказчик: ООО «Компания ТОР»; Исполнитель: ООО «СИСТЕМ» Компания»; Проект: —; Объект: Гимназия № 3 дошкольное отделение Ручеек по адресу: Московская область, г. о. Пушкинский, г. Ивантеевка, ул. Богданова, д. 1	5.640
D:\TEST_AI1\63637\4-3-05 Размещение ОКС\1.1.Распоряжение.pdf	Документация: Распоряжение; Раздел: Внесение изменений в адресные перечни; Заказчик: Министерство строительного комплекса Московской области; Исполнитель: Министерство строительного комплекса Московской области; Проект: 26.09.2025 А 527; Объект: Адресный перечень объектов капитального ремонта муниципальной собственности.	5.414
D:\TEST_AI1\63637\4-3-05 Размещение ОКС\ГПЗУ_МБОУ_г_Ивантеевка_Гимназия3_2.pdf	"Документация: Градостроительный план земельного участка; Раздел: Градостроительный план земельного участка; Заказчик: МБОУ Г.ИВАНТЕЕВКА ""ГИМНАЗИЯ №3""; Исполнитель: —; Проект: РФ -50-3-79-0-00-2024-29953-0; Объект: —"	6.696
D:\TEST_AI1\63637\4-3-05 Размещение ОКС\ЕГРН Ивантеевка здание.pdf	"Документация: Выписка из Единого государственного реестра недвижимости об объекте недвижимости; Раздел: Сведения о характеристиках объекта недвижимости; Заказчик: Филиал публично-правовой компании ""Роскадастр"" по Московской области; Исполнитель: Федеральная служба государственной регистрации, кадастра и картографии; Проект: КУВИ-001/2025-182540640; Объект: Здание - Муниципальное дошкольное образовательное учреждение Центр развития ребенка Детский сад № 15 ""Ручеек"""	9.327
D:\TEST_AI1\63637\4-3-05 Размещение ОКС\ЕГРН Ивантеевка участок.pdf	Документация: Выписка из Единого государственного реестра недвижимости об объекте недвижимости; Раздел: Сведения о характеристиках объекта недвижимости; Заказчик: не указан; Исполнитель: не указан; Проект: не указан; Объект: Земельный участок;	4.149
D:\TEST_AI1\63637\4-3-06 ТУ инжсети\5.1.ТУ электроснабжение.pdf	"Документация: Счет на оплату; Раздел: Счет на оплату; Заказчик: Муниципальное бюджетное общеобразовательное учреждение г. Ивантеевка городского округа Пушкинский Московской области ""Гимназия №3""; Исполнитель: Мытищинские электрические сети; Проект: 2601446/2; Объект: Услуги по технологическому присоединению энергопринимающих устройств к электрической сети."	7.562
D:\TEST_AI1\63637\4-3-06 ТУ инжсети\5.10.Контракт Ростелеком.pdf	"Документация: Контракт; Раздел: —; Заказчик: МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ Г.ИВАНТЕЕВКА ГОРОДСКОГО ОКРУГА ПУШКИНСКИЙ МОСКОВСКОЙ ОБЛАСТИ ""ГИМНАЗИЯ №3""; Исполнитель: Публичное акционерное общество ""Ростелеком""; Проект: 225100194086; Объект: —"	9.529
D:\TEST_AI1\63637\4-3-06 ТУ инжсети\5.11.Контракт интернет.pdf	"Документация: Контракт; Раздел: —; Заказчик: МБОУ Гимназия №3; Исполнитель: ООО ""ИТКМ""; Проект: Контракт № 3; Объект: —"	4.339
D:\TEST_AI1\63637\4-3-06 ТУ инжсети\5.2.ТУ водоснабжение.pdf	Документация: Договор; Раздел: Предмет договора; Заказчик: Муниципальное бюджетное общеобразовательное учреждение г. Ивантеевка Городского округа Пушкинский Московской области «Гимназия №3»; Исполнитель: Общество с ограниченной ответственностью «Водоканал»; Проект: №03/12/25-338; Объект: не указан;	6.630
D:\TEST_AI1\63637\4-3-06 ТУ инжсети\5.3.ТУ Водоотведение.pdf	Документация: Технические условия; Раздел: Технические условия; Заказчик: МБОУ ТИМИАЗ №3; Исполнитель: ООО «Водоканал»; Проект: ТУ 12205; Объект: Детский сад;	5.248
D:\TEST_AI1\63637\4-3-06 ТУ инжсети\5.4.ТУ теплоснабжение.pdf	Документация: Договор; Раздел: —; Заказчик: МБОУ г. Ивантеевка «Гимназия №3»; Исполнитель: АО «Ивантеевская Теплосеть»; Проект: 1/28 /26; Объект: Московская область, г. о. Пушкинский, г. Ивантеевка, ул. Богданова, 1 на участке с кадастровым номером: 50:43:0010301:24	8.119
D:\TEST_AI1\63637\4-3-06 ТУ инжсети\5.4.ТУ узел учета тепла.pdf	Документация: Письмо; Раздел: —; Заказчик: —; Исполнитель: —; Проект: —; Объект: МБОУ г. Ивантеевка «Гимназия №3», Детский сад «Ручеек», корпус №2. по адресу: Московская обл., г. о. Пушкинский, г. Ивантеевка, ул. Богданова, д.1	7.501
D:\TEST_AI1\63637\4-3-06 ТУ инжсети\5.6.ТУ Безопасный регион.pdf	Документация: Технические условия; Раздел: Технические условия; Заказчик: МБОУ г. Ивантеевка «Гимназия №3» (Корпус 2 - дошкольное отделение «Ручеёк»); Исполнитель: Государственный казенный учреждение Московской области «Центр информационной безопасности Московской области»; Проект: № 20251128-1ЭУ; Объект: МБОУ г. Ивантеевка «Гимназия №3» (Корпус 2 - дошкольное отделение «Ручеёк»).	9.509
D:\TEST_AI1\63637\4-3-06 ТУ инжсети\5.7.ТУ Радиофикация, ОСО и Пож.pdf	"Документация: Технические условия; Раздел: Технические условия; Заказчик: МБОУ г. Ивантеевка ""Гимназия №3""; Исполнитель: ООО «СИСТЕМ «Компания»; Проект: ТУ-591/2026; Объект: Выполнение работ по капитальному ремонту с поставкой оборудования, необходимого для обеспечения эксплуатации объекта: МБОУ г. Ивантеевка ""Гимназия №3"" (Корпус 2 - дошкольное отделение ""Ручебк"")."	7.917
D:\TEST_AI1\63637\4-3-06 ТУ инжсети\5.8.ОСО.pdf	Документация: Технические условия; Раздел: Технические условия; Заказчик: МБОУ г. Ивантеевка «Гимназия № 3 (корпус 2 — дошкольное отделение «Ручеек»); Исполнитель: ООО «СИСТЕМ «Компания»; Проект: —; Объект: МБОУ г. Ивантеевка «Гимназия № 3 (корпус 2 — дошкольное отделение «Ручеек»), ул. Богданова, д. 1	8.811
D:\TEST_AI1\63637\4-3-08 Полномочия заявителя\Доверенность на ТОР_ИВН.pdf	Документация: Доверенность; Раздел: Доверенность; Заказчик: ГКУ МО «ДЗКС»; Исполнитель: ООО «Компания ТОР»; Проект: № 1614/2026; Объект: МБОУ г. Ивантеевка «Гимназия №3» (Корпус 2 - дошкольное отделение «Ручеёк»)	6.564
D:\TEST_AI1\63637\4-3-08 Полномочия заявителя\Приказ на Гендира_компания ТОР.pdf	Документ: Приказ;   ФИО: Максова Вера Викторовна;   Дата: 17.06.2013;	2.593
D:\TEST_AI1\63637\4-3-09 Выписка реестра СРО\Выписка из СРО_изыскания от 06.03_Систем.pdf	Документация: Выписка; Раздел: Сведения о члене саморегулируемой организации; Заказчик: Общество с ограниченной ответственностью «СИСТЕМ «Компания»; Исполнитель: Союз «Профессиональный альянс инженеров-изыскателей»; Проект: СРО-И-043-25042018; Объект: Общество с ограниченной ответственностью «СИСТЕМ «Компания».	7.616
D:\TEST_AI1\63637\4-3-09 Выписка реестра СРО\Выписка из СРО_проект от 06.03_Систем.pdf	Документация: Выписка; Раздел: Сведения о члене саморегулируемой организации; Заказчик: не указано; Исполнитель: не указано; Проект: 7110145853-20260306-1503; Объект: Общество с ограниченной ответственностью «СИСТЕМ «Компания»	6.750
D:\TEST_AI1\63637\4-3-09 Выписка реестра СРО\Выписка из СРО_проект_ТОР.pdf	Документация: Выписка; Раздел: Сведения о члене саморегулируемой организации; Заказчик: Общество с ограниченной ответственностью «Компания ТОР»; Исполнитель: Ассоциация «Объединение проектировщиков опасных производственных объектов «СПЕЦПРОЕКТОБЪЕДИНЕНИЕ»; Проект: 1-122-007710941750-0250; Объект: Общество с ограниченной ответственностью «Компания ТОР».	8.477
D:\TEST_AI1\63637\4-3-09 Выписка реестра СРО\Выписка из СРО_стройка_ТОР.pdf	Документация: Выписка из реестра членов; Раздел: Сведения о члене саморегулируемой организации; Заказчик: не указано; Исполнитель: не указано; Проект: СРО-7710941750-20260306-1601 06-03-2026; Объект: не указано;	6.435
D:\TEST_AI1\63637\4-3-11 Акты приемки работ\Акт_приёма_передачи_Ивантеевка_ТЧ.pdf	Документация: Акт; Раздел: —; Заказчик: Государственное казенное учреждение Московской области «Дирекция заказчика капитального строительства» (ГКУ МО «ДЗКС»); Исполнитель: общество с ограниченной ответственностью «Компания ТОР»; Проект: 0148200005425000535; Объект: МБОУ г. Ивантеевка «Гимназия №3» (Корпус 2 - дошкольное отделение «Ручеёк»), Московская область, г. Ивантеевка, ул. Богданова, д. 1.	10.602
D:\TEST_AI1\63637\4-3-14-2 Иные сведения\Письмо в МОГЭ_по смете.pdf	"Документация: Письмо; Раздел: —; Заказчик: ГАУ МО «Мособлгосэкспертиза»; Исполнитель: ООО «Компания ТОР»; Проект: —; Объект: Выполнение работ по капитальному ремонту с поставкой оборудования, необходимого для обеспечения эксплуатации такого объекта: МБОУ г. Ивантеевка ""Гимназия №3"" (Корпус 2 - дошкольное отделение ""Ручеёк"")"	6.712
